3.5500000000000007,benign
14.862857142857145,benign
28.858333333333334,benign
59.190000000000005,benign
61.92947368421053,benign
56.2615652173913,benign
7.445999999999998,benign
13.933214285714286,benign
74.68496551724138,benign
104.04538834951455,benign
3.5500000000000007,benign
11.417200000000001,benign
68.79706766917292,benign
51.083800000000004,benign
3.5500000000000007,benign
6.083846153846153,benign
34.76318181818181,benign
11.64333333333333,benign
83.77536585365854,benign
71.07784172661871,benign
8.387999999999998,benign
12.765,benign
29.363035714285715,benign
90.96123595505617,benign
14.717500000000001,benign
